Name,Source type,Genre,Production method,Is part of a franchise?,Production budget (in USD),Month,Year,Release day revenue,Number of theaters on release day,Tomatometer,Metacritic,Release day revenue / production budget,Rotten Tomatoes Audience
The Hitmanâs Bodyguard,Original Screenplay,Action,Live Action,False,30000000,8,2017,8039302,3377,0.42,0.47,0.26797673333333333,0.67
The Prince of Tides,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,12,1991,17402458,1405,-1.0,0.65,0.5800819333333334,-1.0
Four Brothers,Original Screenplay,Drama,Live Action,False,30000000,8,2005,6980721,2533,0.53,0.49,0.2326907,0.8
Legends of the Fall,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,12,1994,210093,6,0.57,0.45,0.0070031,0.87
Looper,Original Screenplay,Action,Live Action,False,30000000,9,2012,6804981,2992,0.93,0.84,0.2268327,0.82
Warm Bodies,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,True,30000000,2,2013,8140304,3009,0.81,0.6,0.27134346666666664,0.73
About Schmidt,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,1,2003,2500500,816,0.85,0.85,0.08335,0.74
The Nut Job,Based on Short Film,Adventure,Digital Animation,True,30000000,1,2014,4807000,3427,0.12,0.37,0.16023333333333334,0.43
Down to Earth,Remake,Comedy,Live Action,False,30000000,2,2001,2758426,2521,-1.0,0.32,0.09194753333333333,-1.0
Babe,Based on Fiction Book/Short Story,Adventure,Live Action,True,30000000,8,1995,13946520,1591,-1.0,0.83,0.464884,-1.0
Hope Springs,Original Screenplay,Romantic Comedy,Live Action,True,30000000,8,2012,2265292,2361,0.23,0.65,0.07550973333333333,0.26
Forgetting Sarah Marshall,Original Screenplay,Comedy,Live Action,False,30000000,4,2008,6043680,2798,0.83,0.67,0.201456,0.76
Friday Night Lights,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,10,2004,7000000,2667,0.81,0.7,0.23333333333333334,0.85
Harlem Nights,Original Screenplay,Comedy,Live Action,False,30000000,11,1989,23728548,2180,0.21,0.16,0.7909516,0.8
Baby Mama,Original Screenplay,Comedy,Live Action,False,30000000,4,2008,6357775,2543,0.64,0.55,0.21192583333333334,0.55
Hope Floats,Original Screenplay,Drama,Live Action,False,30000000,5,1998,4770000,2367,0.26,0.42,0.159,0.72
Bride Wars,Original Screenplay,Comedy,Live Action,False,30000000,1,2009,8090757,3226,0.11,0.24,0.2696919,0.51
Without a Paddle,Based on Fiction Book/Short Story,Comedy,Live Action,True,30000000,8,2004,4800000,2730,0.14,0.29,0.16,0.68
Midnight in Paris,Original Screenplay,Romantic Comedy,Live Action,False,30000000,5,2011,170928,3,0.93,0.81,0.0056976,0.83
Darkest Hour,Based on Fiction Book/Short Story,Drama,Live Action,True,30000000,11,2017,38467,4,-1.0,0.75,0.0012822333333333334,-1.0
Wallace & Gromit: The Curse of the Were-Rabbit,Original Screenplay,Adventure,Stop-Motion Animation,True,30000000,10,2005,4021574,3645,-1.0,-1.0,0.13405246666666668,-1.0
P.S. I Love You,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,False,30000000,12,2007,2378608,2454,0.24,0.39,0.07928693333333334,0.8
Corpse Bride,Based on Folk Tale/Legend/Fairytale,Adventure,Stop-Motion Animation,False,30000000,9,2005,6700175,3204,0.84,0.83,0.22333916666666667,0.77
Life of the Party,Original Screenplay,Comedy,Live Action,True,30000000,5,2018,4935225,3656,-1.0,0.46,0.1645075,-1.0
Letters to Juliet,Based on Factual Book/Article,Drama,Live Action,False,30000000,5,2010,4993113,2968,0.41,0.5,0.1664371,0.61
Blow,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,4,2001,3628500,2249,0.55,0.52,0.12095,0.87
Message in a Bottle,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,2,1999,4220000,2538,0.32,0.39,0.14066666666666666,0.66
Southpaw,Original Screenplay,Drama,Live Action,True,30000000,7,2015,6203064,2772,0.69,0.62,0.2067688,0.82
Star Trek V: The Final Frontier,Based on TV,Action,Live Action,True,30000000,6,1989,24122435,2202,0.22,0.43,0.8040811666666666,0.24
Atomic Blonde,Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,True,30000000,7,2017,7108190,3304,-1.0,0.63,0.23693966666666666,-1.0
Like Mike,Original Screenplay,Adventure,Live Action,False,30000000,7,2002,4016000,2410,0.57,0.47,0.13386666666666666,0.51
Naked Gun 33 1/3: The Final Insult,Based on TV,Comedy,Live Action,True,30000000,3,1994,16877595,2361,0.54,0.63,0.5625865,0.53
Atonement,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,12,2007,243000,32,0.83,0.85,0.0081,0.8
A View to a Kill,Based on Fiction Book/Short Story,Action,Live Action,True,30000000,5,1985,16256835,1583,-1.0,0.4,0.5418945,-1.0
Racing Stripes,Original Screenplay,Adventure,Animation/Live Action,False,30000000,1,2005,3200000,3185,0.35,0.43,0.10666666666666667,0.42
Sicario,Original Screenplay,Thriller/Suspense,Live Action,True,30000000,9,2015,133810,6,-1.0,0.82,0.0044603333333333335,-1.0
Black Rain,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,9,1989,12733314,1610,0.52,0.85,0.4244438,0.55
Full Metal Jacket,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,6,1987,3652335,215,0.92,0.76,0.1217445,0.94
Den of Thieves,Original Screenplay,Action,Live Action,False,30000000,1,2018,5634222,2432,0.41,0.49,0.1878074,0.62
The Three Stooges,Remake,Adventure,Live Action,False,30000000,4,2012,5621382,3477,-1.0,0.56,0.1873794,-1.0
Pokemon 2000,Based on TV,Adventure,Hand Animation,True,30000000,7,2000,9639373,2752,-1.0,-1.0,0.3213124333333333,-1.0
John Wick,Original Screenplay,Action,Live Action,True,30000000,10,2014,5449563,2589,0.87,0.68,0.1816521,0.8
Glory Road,Based on Real Life Events,Drama,Live Action,False,30000000,1,2006,4383193,2222,-1.0,0.58,0.14610643333333334,-1.0
The Age of Adaline,Original Screenplay,Drama,Live Action,True,30000000,4,2015,4962070,2991,0.56,0.51,0.16540233333333335,0.67
Step Up 3D,Original Screenplay,Drama,Live Action,True,30000000,8,2010,6657326,2435,0.46,-1.0,0.22191086666666668,0.64
Drag Me To Hell,Original Screenplay,Horror,Live Action,False,30000000,5,2009,6407940,2508,0.92,0.83,0.213598,0.62
The Cabin in the Woods,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,4,2012,5540858,2811,0.91,0.72,0.18469526666666666,0.74
Secondhand Lions,Original Screenplay,Drama,Live Action,False,30000000,9,2003,3661000,3013,0.59,0.52,0.12203333333333333,0.84
Stranger Than Fiction,Original Screenplay,Comedy,Live Action,False,30000000,11,2006,4915623,2264,0.72,0.67,0.1638541,0.85
Hanna,Original Screenplay,Drama,Live Action,False,30000000,4,2011,4163040,2535,0.71,0.65,0.138768,0.66
Blue Crush,Based on Factual Book/Article,Drama,Live Action,False,30000000,8,2002,5748830,3002,0.61,0.61,0.19162766666666667,0.58
30 Days of Night,Based on Comic/Graphic Novel,Horror,Live Action,False,30000000,10,2007,6251903,2855,-1.0,-1.0,0.20839676666666668,-1.0
Little Shop of Horrors,Remake,Musical,Live Action,False,30000000,12,1986,6369566,866,0.9,0.81,0.21231886666666666,0.79
Gridiron Gang,Based on Real Life Events,Drama,Live Action,False,30000000,9,2006,4804783,3504,0.42,0.52,0.16015943333333332,0.81
Midnight Run,Original Screenplay,Action,Live Action,False,30000000,7,1988,8473905,1158,0.96,0.78,0.2824635,0.87
Meet the Spartans,Original Screenplay,Comedy,Live Action,False,30000000,1,2008,6877342,2605,0.02,0.09,0.22924473333333334,0.25
The Running Man,Based on Fiction Book/Short Story,Action,Live Action,False,30000000,11,1987,10253465,1692,0.61,0.45,0.34178216666666666,0.6
The Family,Based on Fiction Book/Short Story,Black Comedy,Live Action,False,30000000,9,2013,5374792,3091,-1.0,0.42,0.17915973333333332,-1.0
The 15:17 to Paris,Based on Factual Book/Article,Drama,Live Action,True,30000000,2,2018,3736369,3042,0.23,0.45,0.12454563333333334,0.38
Mortal Kombat: Annihilation,Based on Game,Action,Live Action,True,30000000,11,1997,5930000,2140,0.03,0.11,0.19766666666666666,0.25
Larry Crowne,Original Screenplay,Romantic Comedy,Live Action,False,30000000,7,2011,4058145,2973,0.37,0.41,0.1352715,0.41
Carrie,Remake,Horror,Live Action,False,30000000,10,2013,6515486,3157,0.5,0.53,0.21718286666666667,0.44
Take the Lead,Based on Real Life Events,Drama,Live Action,False,30000000,4,2006,4200000,3009,0.43,0.55,0.14,0.77
Death Wish,Remake,Action,Live Action,False,30000000,3,2018,4280945,2847,0.65,0.31,0.14269816666666665,0.68
Love and Other Drugs,Based on Factual Book/Article,Drama,Live Action,False,30000000,11,2010,2239489,2366,0.49,0.55,0.07464963333333334,0.53
Entourage,Based on TV,Comedy,Live Action,True,30000000,6,2015,5372395,3058,0.33,0.38,0.17907983333333333,0.57
What's the Worst That Could Happen?,Original Screenplay,Comedy,Live Action,False,30000000,6,2001,3945000,2675,0.1,0.37,0.1315,0.35
Side Effects,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,2,2013,2800011,2605,0.11,0.46,0.0933337,0.3
9,Original Screenplay,Adventure,Digital Animation,False,30000000,9,2009,3115775,1653,-1.0,0.6,0.10385916666666667,-1.0
Deliver Us from Evil,Based on Factual Book/Article,Horror,Live Action,False,30000000,7,2014,2854714,3049,1.0,0.86,0.09515713333333334,0.89
Get on Up,Based on Real Life Events,Drama,Live Action,False,30000000,8,2014,4887830,2468,0.8,0.71,0.16292766666666667,0.68
Mollyâs Game,Based on Factual Book/Article,Drama,Live Action,True,30000000,12,2017,1172036,271,0.82,0.71,0.039067866666666666,0.84
The Five-Year Engagement,Original Screenplay,Romantic Comedy,Live Action,False,30000000,4,2012,3478500,2936,-1.0,0.62,0.11595,-1.0
The Prince & Me,Original Screenplay,Romantic Comedy,Live Action,False,30000000,4,2004,3510000,2682,-1.0,-1.0,0.117,-1.0
Winnie the Pooh,Based on Fiction Book/Short Story,Adventure,Hand Animation,False,30000000,7,2011,2915267,2405,-1.0,0.74,0.09717556666666667,-1.0
Bulworth,Original Screenplay,Comedy,Live Action,False,30000000,5,1998,2533000,2048,0.76,0.75,0.08443333333333333,0.67
Dumb and Dumberer: When Harry Met Lloyd,Original Screenplay,Comedy,Live Action,True,30000000,6,2003,4700000,2609,0.1,0.19,0.15666666666666668,0.23
White Boy Rick,Based on Real Life Events,Drama,Live Action,True,30000000,9,2018,3469034,2504,0.58,0.59,0.11563446666666667,0.51
Virtuosity,Original Screenplay,Action,Live Action,False,30000000,8,1995,12045125,2012,0.33,-1.0,0.40150416666666666,0.32
One True Thing,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,9,1998,2030000,1590,0.89,0.63,0.06766666666666667,0.71
Sanctum,Based on Real Life Events,Adventure,Live Action,False,30000000,2,2011,3567360,2787,0.3,0.42,0.118912,0.37
My Super Ex-Girlfriend,Original Screenplay,Comedy,Live Action,False,30000000,7,2006,2731482,2702,-1.0,0.5,0.0910494,-1.0
Ballerina,Original Screenplay,Adventure,Digital Animation,False,30000000,8,2017,1628386,2575,-1.0,-1.0,0.05427953333333333,-1.0
Mr. 3000,Original Screenplay,Comedy,Live Action,False,30000000,9,2004,2900000,2736,-1.0,-1.0,0.09666666666666666,-1.0
The Next Three Days,Remake,Thriller/Suspense,Live Action,False,30000000,11,2010,2221761,2564,0.51,0.52,0.0740587,0.66
Proud Mary,Original Screenplay,Action,Live Action,False,30000000,1,2018,3189515,2125,0.26,0.35,0.10631716666666667,0.48
Little Black Book,Original Screenplay,Romantic Comedy,Live Action,False,30000000,8,2004,2800000,2445,0.22,0.36,0.09333333333333334,0.37
Assault On Precinct 13,Remake,Action,Live Action,False,30000000,1,2005,758000,2233,0.59,0.54,0.025266666666666666,0.48
Runner Runner,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,10,2013,2786580,3026,0.08,0.36,0.092886,0.33
The Replacement Killers,Original Screenplay,Action,Live Action,False,30000000,2,1998,2905000,1963,-1.0,0.42,0.09683333333333333,-1.0
Ultraviolet,Original Screenplay,Action,Live Action,False,30000000,3,2006,3301338,2558,-1.0,0.18,0.1100446,-1.0
North Country,Based on Real Life Events,Drama,Live Action,False,30000000,10,2005,2012482,2555,0.69,0.68,0.06708273333333334,0.76
Fright Night,Remake,Horror,Live Action,False,30000000,8,2011,3074371,3114,-1.0,0.64,0.10247903333333333,-1.0
mother!,Original Screenplay,Thriller/Suspense,Live Action,True,30000000,9,2017,3091084,2368,-1.0,0.79,0.10303613333333334,-1.0
Steve Jobs,Based on Factual Book/Article,Drama,Live Action,False,30000000,10,2015,174496,4,1.0,0.82,0.005816533333333334,0.84
Eight Legged Freaks,Original Screenplay,Comedy,Live Action,False,30000000,7,2002,1432000,2402,0.48,0.53,0.047733333333333336,0.32
Fled,Original Screenplay,Action,Live Action,False,30000000,7,1996,7908843,2104,0.13,-1.0,0.2636281,0.23
Splice,Original Screenplay,Horror,Animation/Live Action,False,30000000,6,2010,2701903,2450,-1.0,0.66,0.09006343333333333,-1.0
88 Minutes,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,4,2008,2370423,2168,0.05,0.17,0.0790141,0.43
The Whole Ten Yards,Original Screenplay,Comedy,Live Action,True,30000000,4,2004,2712000,2654,-1.0,0.24,0.0904,-1.0
Howard the Duck,Based on Comic/Graphic Novel,Action,Live Action,False,30000000,8,1986,8057367,1554,0.15,0.28,0.2685789,0.38
Pride and Glory,Original Screenplay,Drama,Live Action,False,30000000,10,2008,2308933,2585,0.34,0.45,0.07696443333333333,0.49
The Cave,Original Screenplay,Horror,Live Action,False,30000000,8,2005,2032201,2195,-1.0,0.3,0.06774003333333334,-1.0
Godsend,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,4,2004,2400000,2323,0.04,0.24,0.08,0.2
Alex & Emma,Original Screenplay,Drama,Live Action,False,30000000,6,2003,2365000,2310,-1.0,-1.0,0.07883333333333334,-1.0
Wicker Park,Remake,Thriller/Suspense,Live Action,False,30000000,9,2004,1700000,2598,0.27,0.4,0.056666666666666664,0.79
The New World,Original Screenplay,Adventure,Live Action,False,30000000,12,2005,37000,3,-1.0,0.69,0.0012333333333333332,-1.0
Evening,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,6,2007,1100000,977,0.27,0.45,0.03666666666666667,0.48
The Last Stand,Original Screenplay,Action,Live Action,False,30000000,1,2013,2032835,2913,-1.0,0.54,0.06776116666666666,-1.0
In Dreams,Based on Fiction Book/Short Story,Horror,Live Action,False,30000000,1,1999,1265000,1670,0.25,-1.0,0.042166666666666665,0.4
Wing Commander,Based on Game,Action,Live Action,False,30000000,3,1999,1835000,2016,0.1,-1.0,0.06116666666666667,0.25
Antitrust,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,1,2001,1630000,2433,0.24,0.31,0.05433333333333333,0.5
Dead Man Down,Original Screenplay,Thriller/Suspense,Live Action,False,30000000,3,2013,1832509,2188,0.38,0.39,0.06108363333333333,0.47
Hoodwinked Too: Hood vs. Evil,Based on Folk Tale/Legend/Fairytale,Adventure,Digital Animation,True,30000000,4,2011,1090954,2505,0.11,-1.0,0.036365133333333334,0.35
Dragonball Evolution,Based on TV,Adventure,Live Action,False,30000000,4,2009,2174663,2181,-1.0,0.45,0.07248876666666666,-1.0
First Daughter,Original Screenplay,Romantic Comedy,Live Action,False,30000000,9,2004,1400000,2259,0.08,0.31,0.04666666666666667,0.42
The Lost City of Z,Based on Factual Book/Article,Action,Live Action,True,30000000,4,2017,38515,4,0.86,0.78,0.0012838333333333334,0.57
An Unfinished Life,Original Screenplay,Drama,Live Action,False,30000000,9,2005,700000,753,-1.0,0.49,0.023333333333333334,-1.0
The Space Between Us,Original Screenplay,Drama,Live Action,False,30000000,2,2017,1393625,2812,0.16,0.33,0.046454166666666664,0.55
The Imaginarium of Doctor Parnassus,Original Screenplay,Adventure,Live Action,False,30000000,1,2010,190000,600,0.64,0.65,0.006333333333333333,0.6
Barney's Version,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,1,2011,20000,4,0.79,0.67,0.0006666666666666666,0.78
Trapped,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,False,30000000,9,2002,1063357,2227,-1.0,0.42,0.03544523333333333,-1.0
Kin,Based on Fiction Book/Short Story,Action,Live Action,False,30000000,8,2018,1056814,2141,-1.0,0.35,0.035227133333333334,-1.0
Gloria,Remake,Drama,Live Action,False,30000000,1,1999,2782588,1527,-1.0,0.26,0.09275293333333333,-1.0
The Assassination of Jesse James by the Coward Robert Ford,Based on Fiction Book/Short Story,Western,Live Action,False,30000000,10,2007,165447,301,-1.0,0.68,0.0055149,-1.0
The Merchant of Venice,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,1,2005,26871,15,-1.0,0.63,0.0008957,-1.0
The Good Thief,Remake,Drama,Live Action,False,30000000,5,2003,18973,93,-1.0,0.68,0.0006324333333333333,-1.0
Supercross,Original Screenplay,Action,Live Action,False,30000000,8,2005,427674,1580,0.05,0.26,0.0142558,0.61
Miss Potter,Based on Real Life Events,Drama,Live Action,False,30000000,12,2006,3000,2,0.67,0.57,0.0001,0.68
Wu ji,Original Screenplay,Action,Live Action,False,30000000,5,2006,9447,42,-1.0,-1.0,0.0003149,-1.0
Machine Gun Preacher,Based on Real Life Events,Drama,Live Action,False,30000000,9,2011,10330,4,0.27,0.43,0.0003443333333333333,0.62
Bilal: A New Breed of Hero,Based on Real Life Events,Adventure,Digital Animation,False,30000000,2,2018,74972,300,0.53,0.52,0.0024990666666666666,0.85
DOA: Dead or Alive,Based on Game,Action,Live Action,False,30000000,6,2007,447201,505,0.33,0.38,0.0149067,0.36
Le Petit Nicolas,-1,-1,-1,False,30000000,2,2010,134483,38,0.6,-1.0,0.004482766666666666,0.73
Xinhai geming,Based on Real Life Events,Drama,Live Action,False,30000000,10,2011,86811,33,-1.0,-1.0,0.0028937,-1.0
Genghis Khan: To the Ends of the Earth and Sea,Based on Fiction Book/Short Story,Drama,Live Action,False,30000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333334e-08,-1.0
Wild Card,Based on Fiction Book/Short Story,Action,Live Action,False,30000000,-1,-1,-1,-1,-1.0,0.4,-3.3333333333333334e-08,-1.0
United Passions,Original Screenplay,Drama,Live Action,False,30000000,6,2015,333,10,0.0,0.01,1.11e-05,0.11
Konferenz der Tiere,Original Screenplay,Adventure,Digital Animation,False,30000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333334e-08,-1.0
Grace of Monaco,Based on Real Life Events,Drama,Live Action,False,30000000,-1,-1,-1,-1,0.11,0.21,-3.3333333333333334e-08,0.24
Savva. Serdtse voyna,Original Screenplay,Adventure,Digital Animation,False,30000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333334e-08,-1.0
Space Pirate Captain Harlock,Based on Comic/Graphic Novel,Adventure,Digital Animation,False,30000000,-1,-1,-1,-1,-1.0,-1.0,-3.3333333333333334e-08,-1.0
Ripley's Game,Based on Fiction Book/Short Story,Drama,Live Action,True,30000000,-1,-1,-1,-1,0.92,-1.0,-3.3333333333333334e-08,0.67
Collide,Original Screenplay,Action,Live Action,False,29200000,2,2017,539072,2045,-1.0,0.33,0.018461369863013697,-1.0
Pitch Perfect 2,Based on Factual Book/Article,Comedy,Live Action,True,29000000,5,2015,28009745,3473,0.65,0.63,0.9658532758620689,0.64
Walk the Line,Based on Real Life Events,Drama,Live Action,False,29000000,11,2005,7611332,2961,0.83,0.72,0.26245972413793106,0.9
Night School,Original Screenplay,Comedy,Live Action,False,29000000,9,2018,9520825,3010,-1.0,0.76,0.3283043103448276,-1.0
The Boss,Original Screenplay,Comedy,Live Action,True,29000000,4,2016,8099225,3480,-1.0,0.4,0.2792836206896552,-1.0
12 Monkeys,Based on Short Film,Drama,Live Action,False,29000000,12,1995,283224,3,0.89,-1.0,0.009766344827586208,0.88
Once Upon a Time in Mexico,Original Screenplay,Action,Live Action,True,29000000,9,2003,9459000,3282,0.67,0.56,0.32617241379310347,0.64
Keeping the Faith,Original Screenplay,Romantic Comedy,Live Action,False,29000000,4,2000,2848880,2390,0.69,0.6,0.09823724137931035,0.59
